,id,balance_time,LTV_time,interest_rate_time,rate_time,hpi_time,gdp_time,uer_time,REtype_CO_orig_time,REtype_PU_orig_time,REtype_SF_orig_time,investor_orig_time,balance_orig_time,FICO_orig_time,LTV_orig_time,Interest_Rate_orig_time,hpi_orig_time,status_time
11,32609,89365.42,62.68548757600001,3.625,5.15,189.82,2.8363581757,5.7,0,0,0,0,105880.0,718,62.3,0.0,226.29,0
11,32606,180464.09,97.55666250899999,6.25,5.15,161.0,3.0294986398000003,9.4,0,0,1,1,182000.0,727,70.0,6.25,226.29,1
11,32599,175000.0,98.35030423399999,4.375,5.15,161.06,2.6824968062,9.9,0,0,0,1,175000.0,713,70.0,5.375,226.29,1
11,32590,238214.87,82.55318216399999,4.0,5.15,189.82,2.8363581757,5.7,0,0,0,1,240800.0,711,70.0,0.0,226.29,0
11,32589,168974.62,61.981418445,3.5,5.15,189.82,2.8363581757,5.7,0,0,1,1,227500.0,691,70.0,3.5,226.29,0
11,32582,96106.82,95.14215448600001,7.25,5.15,173.17,0.8929961554000001,7.6,0,0,1,0,105600.0,680,80.0,6.89,226.29,1
11,32579,141801.96,67.618513388,6.25,5.15,189.82,2.8363581757,5.7,0,0,0,1,168000.0,759,67.2,6.25,226.29,0
11,32572,165545.19,61.640698543999996,6.25,5.15,189.82,2.8363581757,5.7,0,0,0,1,195300.0,655,61.0,6.25,226.29,0
11,32570,280537.32,69.010764739,2.0,5.15,189.82,2.8363581757,5.7,0,0,0,0,315000.0,777,65.0,0.0,226.29,0
11,32569,267262.65,70.80259083899999,3.125,5.15,189.82,2.8363581757,5.7,0,0,1,0,270000.0,656,60.0,6.0,226.29,0
11,32567,104459.2,83.01925462,3.625,5.15,189.82,2.8363581757,5.7,0,0,0,1,120000.0,751,80.0,7.5,226.29,0
11,32561,175491.29,100.59331853,4.125,5.15,161.06,2.6824968062,9.9,0,0,0,0,175500.0,671,71.6,6.0,226.29,1
11,32555,84351.81,54.978592627,6.5,5.15,189.82,2.8363581757,5.7,0,0,1,1,99500.0,756,54.4,6.5,226.29,0
11,32552,60233.67,109.07013943,7.3,5.15,156.21,1.5859655122,9.8,0,0,1,0,64000.0,646,80.0,7.3,226.29,1
11,32551,161938.37,108.35952129,7.15,5.15,158.77,-3.339549297,9.5,0,0,1,0,170400.0,694,80.0,0.0,226.29,1
11,32539,113969.12,96.086235515,3.875,5.15,189.82,2.8363581757,5.7,1,0,0,0,141400.0,757,100.0,0.0,226.29,0
11,32536,112035.85,79.738047188,3.0,5.15,189.82,2.8363581757,5.7,0,0,1,1,134000.0,749,80.0,3.0,226.29,0
11,32531,152372.84,97.760025981,5.75,5.15,153.35,-4.146710947,9.0,0,0,1,0,161000.0,660,70.0,0.0,226.29,1
11,32529,175416.28,114.08168368,4.0,5.15,158.16,-0.241080652,10.0,0,0,0,1,176000.0,627,80.0,0.0,226.29,1
11,32518,101959.54,83.826871579,3.5,5.15,189.82,2.8363581757,5.7,0,0,1,0,116000.0,645,80.0,0.0,226.29,0
11,32517,185579.07,70.869782611,4.25,5.15,189.82,2.8363581757,5.7,1,0,0,1,212900.0,644,68.2,0.0,226.29,0
11,32511,216301.59,122.02758373,4.0,5.15,154.87,1.6391549258000002,9.1,0,0,1,0,207200.0,652,80.0,0.0,226.29,1
11,32505,56199.7,74.46272881,4.25,5.15,189.82,2.8363581757,5.7,0,0,1,0,70000.0,654,77.8,0.0,226.29,0
11,32500,276939.49,76.77853583699999,4.0,5.15,189.82,2.8363581757,5.7,0,0,0,0,344000.0,698,80.0,0.0,226.29,0
11,32470,71298.19,80.18553532899999,4.25,5.15,189.82,2.8363581757,5.7,0,0,1,0,84800.0,633,80.0,6.875,226.29,0
11,32468,83009.04,68.754601594,6.75,5.15,189.82,2.8363581757,5.7,0,0,0,1,100750.0,761,70.0,6.75,226.29,0
11,32424,359706.94,77.26436278,2.5,5.15,189.82,2.8363581757,5.7,0,0,1,1,360750.0,690,65.0,0.0,226.29,0
11,32423,418998.44,94.245349604,3.0,5.15,189.82,2.8363581757,5.7,0,0,1,0,424000.0,711,80.0,0.0,226.29,0
11,32422,191250.2,135.14642658,4.0,5.15,156.21,1.5859655122,9.8,0,0,1,0,205000.0,750,100.0,4.0,226.29,1
11,32406,614890.47,116.78128054,5.25,5.15,154.94,2.4566338212,8.2,0,0,1,0,615200.0,754,80.0,0.0,226.29,1
11,32395,163712.82,79.67620475300001,4.625,5.15,189.82,2.8363581757,5.7,0,0,1,0,195960.0,671,80.0,0.0,226.29,0
11,32392,104558.13,107.42249244,5.0,5.15,156.21,1.5859655122,9.8,0,0,1,0,112800.0,671,80.0,0.0,226.29,1
11,32389,200070.08,55.453440516,2.875,5.15,189.82,2.8363581757,5.7,0,0,1,0,280000.0,765,65.1,0.0,226.29,0
11,32386,229572.71,60.817860833999994,3.875,5.15,189.82,2.8363581757,5.7,0,0,0,1,315000.0,756,70.0,0.0,226.29,0
11,32381,292502.66,94.755710976,2.625,5.15,189.82,2.8363581757,5.7,0,0,1,0,294400.0,665,80.0,0.0,226.29,0
11,32380,297092.22,112.43567166,5.625,5.15,189.82,2.8363581757,5.7,0,0,0,0,299250.0,730,95.0,5.625,226.29,0
11,32343,326801.85,74.445406089,2.875,4.62,189.82,2.8363581757,5.7,0,0,1,0,332000.0,746,80.0,5.875,179.45,0
11,32340,520000.0,95.12954741200001,5.875,4.62,150.91,1.8755149375,9.2,0,0,1,0,520000.0,716,80.0,5.875,179.45,1
11,32331,62359.36,95.30823786100001,5.375,5.15,189.82,2.8363581757,5.7,0,0,1,0,78000.0,664,100.0,7.49,226.29,0
11,32330,78357.25,98.32840032700001,7.8,5.15,189.82,2.8363581757,5.7,0,0,0,0,90250.0,668,95.0,7.8,226.29,0
11,32321,396807.75,61.081954323999994,6.25,3.86,189.82,2.8363581757,5.7,0,0,1,0,408000.0,684,71.0,6.25,167.91,0
11,32314,130359.1,107.23294129,2.75,5.15,189.82,2.8363581757,5.7,0,0,1,0,131300.0,675,90.6,6.75,226.29,0
11,32313,75164.4,29.868563334,6.5,5.15,189.82,2.8363581757,5.7,0,0,0,0,177000.0,627,59.0,6.5,226.29,0
11,32312,85048.6,74.150854663,5.75,5.15,189.82,2.8363581757,5.7,0,0,1,1,102550.0,733,75.0,5.75,226.29,0
11,32303,130013.04,49.952953471,6.75,5.15,189.82,2.8363581757,5.7,0,0,1,0,157000.0,659,50.6,6.75,226.29,0
11,32301,412541.73,81.92806138,3.375,5.15,189.82,2.8363581757,5.7,0,0,1,1,419000.0,675,69.8,5.375,226.29,0
11,32293,368366.59,69.347768007,3.125,3.86,189.82,2.8363581757,5.7,1,0,0,0,375900.0,656,80.0,4.5,167.91,0
11,32290,64608.89,70.72741629800001,3.125,5.15,189.82,2.8363581757,5.7,0,0,1,1,87120.0,684,80.0,6.875,226.29,0
11,32289,151562.71,95.106147803,2.875,4.62,150.91,1.8755149375,9.2,0,1,0,0,151600.0,651,80.0,5.625,179.45,1
11,32286,72815.87,66.805447001,3.125,4.62,189.82,2.8363581757,5.7,0,0,1,1,77900.0,750,75.6,5.25,179.45,0
11,32283,422845.42,77.536585192,5.75,5.15,189.82,2.8363581757,5.7,0,0,1,0,511000.0,781,78.6,5.75,226.29,0
11,32282,106656.27,90.769597015,6.5,5.15,189.82,2.8363581757,5.7,0,0,1,0,108000.0,768,77.1,6.5,226.29,0
11,32279,116881.01,106.07575800000001,3.25,5.15,154.87,1.6391549258000002,9.1,0,0,0,0,128800.0,650,80.0,5.875,226.29,1
11,32275,114039.91,92.79885860600001,3.125,5.15,189.82,2.8363581757,5.7,0,0,1,0,117200.0,648,80.0,5.875,226.29,0
11,32273,107196.93,93.965154642,3.125,5.15,189.82,2.8363581757,5.7,0,0,0,0,108800.0,696,80.0,5.5,226.29,0
11,32272,84961.39,92.077245156,6.625,5.15,189.82,2.8363581757,5.7,0,1,0,0,88000.0,697,80.0,6.625,226.29,0
11,32271,146693.99,81.13178983899999,3.0,4.27,189.82,2.8363581757,5.7,0,1,0,0,145934.0,639,95.0,6.5,161.27,0
11,32268,262496.98,94.82738288600001,2.0,5.15,189.82,2.8363581757,5.7,0,0,1,0,264000.0,644,80.0,0.0,226.29,0
11,32265,250947.67,122.22498062,6.375,5.15,154.87,1.6391549258000002,9.1,0,0,1,0,270000.0,654,90.0,6.25,226.29,1
11,32261,150803.54,81.002861721,7.625,4.62,189.82,2.8363581757,5.7,0,0,1,1,158400.0,672,90.0,7.625,179.45,0
11,32260,117186.19,113.22090702,6.875,5.15,156.21,1.5859655122,9.8,0,1,0,1,117400.0,753,78.3,6.875,226.29,1
11,32259,152111.61,128.02127491,6.75,5.15,158.16,-0.241080652,10.0,0,0,1,1,161500.0,680,95.0,6.75,226.29,1
11,32258,56954.7,100.38907095,4.125,3.86,158.77,-3.339549297,9.5,0,0,1,0,57000.0,624,95.0,7.0,167.91,1
11,32241,387618.79,110.49785395,3.375,4.86,150.91,1.8755149375,9.2,0,0,0,0,375000.0,697,72.1,7.875,223.75,1
11,32237,290549.7,124.36630366,3.625,4.86,156.04,2.6941105489,9.4,0,0,0,1,268000.0,799,80.0,8.125,223.75,1
11,32211,538778.29,115.18254973,3.875,4.34,156.04,2.6941105489,9.4,0,0,0,0,514000.0,669,79.1,1.0,216.77,1
11,32205,417964.23,117.14833482,2.875,4.71,189.82,2.8363581757,5.7,0,1,0,0,418000.0,680,100.0,7.125,222.39,0
11,32204,200000.0,15.903006005999998,2.75,5.15,189.82,2.8363581757,5.7,0,1,0,0,1000000.0,771,66.7,6.375,226.29,0
11,32202,116000.0,111.18012422,5.75,4.86,161.0,3.0294986398000003,9.4,0,1,0,0,116000.0,697,80.0,5.75,223.75,1
11,32200,233636.65,86.70553854,2.625,4.39,189.82,2.8363581757,5.7,0,1,0,0,235000.0,783,74.6,5.625,221.91,0
11,32195,149981.32,90.844622587,2.625,5.15,146.45,2.7159028845999997,8.3,0,0,1,0,150000.0,771,58.8,6.75,226.29,1
11,32193,211534.29,115.81617783,5.375,5.15,156.04,2.6941105489,9.4,0,0,1,0,211900.0,657,80.0,5.375,226.29,1
11,32190,172346.52,94.13945064,2.625,5.15,189.82,2.8363581757,5.7,0,1,0,0,174600.0,672,80.0,5.0,226.29,0
11,32189,278000.0,114.02154059,5.625,5.15,158.77,-3.339549297,9.5,0,1,0,1,278000.0,749,80.0,5.625,226.29,1
11,32188,350563.14,116.61048642,2.625,4.39,189.82,2.8363581757,5.7,0,1,0,0,351450.0,750,100.0,6.75,221.91,0
11,32187,284712.56,113.17778126,2.625,5.15,189.82,2.8363581757,5.7,0,1,0,0,284900.0,753,95.0,5.875,226.29,0
11,32184,79753.54,92.295122389,2.625,4.65,189.82,2.8363581757,5.7,0,0,1,1,79800.0,759,79.8,8.375,219.67,0
11,32183,452833.33,141.19713989,6.625,4.65,154.87,1.6391549258000002,9.1,0,1,0,0,454900.0,768,100.0,6.625,219.67,1
11,32180,146379.9,93.71382022799999,2.875,4.71,189.82,2.8363581757,5.7,0,0,1,1,146400.0,784,80.0,5.875,222.39,0
11,32173,128155.95,145.14484312,7.375,5.15,155.61,1.1759090317,9.0,0,1,0,0,128400.0,725,100.0,7.375,226.29,1
11,32171,145650.0,95.25113792,2.75,5.15,189.82,2.8363581757,5.7,0,0,1,0,145650.0,798,79.9,6.375,226.29,0
11,32169,465008.12,128.04015347,2.0,5.15,189.82,2.8363581757,5.7,0,1,0,0,432950.0,763,100.0,2.0,226.29,0
11,32167,101595.77,92.11987687700001,2.625,4.86,189.82,2.8363581757,5.7,1,0,0,1,104000.0,670,80.0,7.5,223.75,0
11,32165,135577.96,139.71032607,6.125,4.86,156.21,1.5859655122,9.8,0,1,0,0,139000.0,718,100.0,6.125,223.75,1
11,32162,126250.0,79.611876277,6.125,4.86,189.82,2.8363581757,5.7,0,0,0,0,143000.0,785,76.5,6.125,223.75,0
11,32161,715858.22,94.281190075,2.875,4.86,189.82,2.8363581757,5.7,0,1,0,0,716000.0,750,80.0,6.375,223.75,0
11,32160,145974.13,116.30061224,2.875,4.86,189.82,2.8363581757,5.7,1,0,0,0,147950.0,714,100.0,6.75,223.75,0
11,32157,224663.15,110.76752517,6.125,4.86,161.0,3.0294986398000003,9.4,1,0,0,0,225500.0,758,80.0,6.125,223.75,1
11,32156,272171.2,111.78443763,2.625,4.86,189.82,2.8363581757,5.7,0,1,0,0,272650.0,625,95.0,5.75,223.75,0
11,32155,162734.96,116.89468598,2.625,4.39,189.82,2.8363581757,5.7,0,0,1,0,162750.0,695,100.0,7.375,221.91,0
11,32154,89231.71,76.986544122,2.625,4.39,189.82,2.8363581757,5.7,0,1,0,1,108400.0,688,80.0,8.0,221.91,0
11,32153,115070.6,114.58532156,7.0,4.86,156.04,2.6941105489,9.4,0,0,0,1,115200.0,730,80.0,7.0,223.75,1
11,32152,229219.5,114.02986311,2.625,4.39,189.82,2.8363581757,5.7,0,0,1,0,235000.0,771,100.0,7.0,221.91,0
11,32149,202254.09,116.47592796,2.625,4.39,189.82,2.8363581757,5.7,0,1,0,0,203000.0,685,100.0,6.625,221.91,0
11,32145,232363.47,111.8671999,3.375,4.86,161.13,1.0810494182,8.0,0,1,0,0,230750.0,665,80.0,6.5,223.75,1
11,32143,253246.25,95.23731749299999,2.625,5.15,189.82,2.8363581757,5.7,0,1,0,0,253600.0,749,80.0,5.875,226.29,0
11,32139,499835.7,95.339012161,2.625,5.15,189.82,2.8363581757,5.7,0,1,0,0,500000.0,747,80.0,5.25,226.29,0
11,32133,78584.12,107.06564423,2.625,5.15,189.82,2.8363581757,5.7,0,0,1,0,78750.0,711,90.0,7.625,226.29,0
11,32131,238515.29,90.843797494,2.625,5.15,189.82,2.8363581757,5.7,0,1,0,0,250400.0,702,80.0,5.5,226.29,0
11,32129,339449.28,115.19591794,5.25,5.15,150.91,1.8755149375,9.2,0,1,0,0,342000.0,653,77.4,5.25,226.29,1
11,32128,281243.27,129.83729076,6.25,5.15,155.61,1.1759090317,9.0,1,0,0,0,283500.0,772,90.0,6.25,226.29,1
11,32127,165843.48,118.10447189,2.625,5.15,189.82,2.8363581757,5.7,0,0,1,0,167400.0,709,100.0,6.5,226.29,0
11,32125,140000.0,110.51337221,2.75,5.15,150.91,1.8755149375,9.2,0,1,0,0,140000.0,740,73.7,6.375,226.29,1
11,32123,811873.67,75.09246668600001,2.625,5.15,189.82,2.8363581757,5.7,0,1,0,0,812000.0,691,63.0,5.75,226.29,0
11,32122,206892.33,62.91169134,2.625,5.15,189.82,2.8363581757,5.7,0,1,0,0,207000.0,709,52.8,6.0,226.29,0
11,32119,201900.0,149.38605757,6.875,5.15,151.48,-3.5165679869999997,7.8,1,0,0,0,201900.0,794,100.0,6.875,226.29,1
11,32116,303920.95,76.276441144,2.625,5.15,189.82,2.8363581757,5.7,1,0,0,0,380000.0,680,80.0,5.875,226.29,0
11,32115,545045.4,128.28146154,6.125,5.15,156.04,2.6941105489,9.4,0,1,0,0,554550.0,729,90.0,6.125,226.29,1
11,32113,67434.64,59.262460483999995,2.625,5.15,189.82,2.8363581757,5.7,0,1,0,0,78000.0,655,57.5,6.375,226.29,0
11,32105,200000.0,78.605146981,2.625,4.5,189.82,2.8363581757,5.7,1,0,0,1,200000.0,746,74.9,5.875,199.21,0
11,32104,29690.91,78.071432462,3.75,4.5,189.82,2.8363581757,5.7,0,1,0,0,31650.0,726,79.3,6.25,199.21,0
11,32099,31913.33,80.355251904,4.125,4.24,189.82,2.8363581757,5.7,1,0,0,0,32000.0,708,79.9,6.5,191.42,0
11,32097,41399.98,23.19385667,2.625,4.24,189.82,2.8363581757,5.7,0,1,0,0,144000.0,803,80.0,4.875,191.42,0
11,32096,127784.0,80.538185123,2.625,4.24,189.82,2.8363581757,5.7,0,1,0,0,128000.0,728,80.0,5.5,191.42,0
11,32092,33827.2,65.752753485,4.375,4.24,189.82,2.8363581757,5.7,0,0,1,0,41400.0,695,79.8,6.625,191.42,0
11,32089,107071.66,80.577739623,2.625,4.24,189.82,2.8363581757,5.7,0,0,1,0,107200.0,660,80.0,5.375,191.42,0
11,32088,30800.94,73.95371975,3.875,4.24,189.82,2.8363581757,5.7,0,0,0,0,33600.0,756,80.0,6.0,191.42,0
11,32086,31977.0,71.361627329,4.5,4.24,189.82,2.8363581757,5.7,0,0,1,0,36150.0,665,80.0,6.875,191.42,0
11,32083,208000.0,48.790427545,2.625,4.24,189.82,2.8363581757,5.7,0,1,0,0,230000.0,692,53.5,5.625,191.42,0
11,32082,193313.38,80.59651714,2.25,4.24,189.82,2.8363581757,5.7,1,0,0,0,193500.0,700,80.0,4.25,191.42,0
11,32081,11905.11,54.882096571000005,4.125,4.24,189.82,2.8363581757,5.7,0,1,0,0,17500.0,704,80.0,6.25,191.42,0
11,32078,412967.0,119.39811208,5.625,5.15,151.48,-3.5165679869999997,7.8,0,1,0,0,413350.0,766,80.0,5.625,226.29,1
11,32076,152839.85,66.915141993,3.125,4.24,189.82,2.8363581757,5.7,1,0,0,0,193250.0,682,83.9,4.75,191.42,0
11,32062,321393.9,77.480912555,2.625,5.15,189.82,2.8363581757,5.7,0,1,0,0,346150.0,741,70.0,5.75,226.29,0
11,32061,231041.54,101.4713358,5.25,4.24,150.91,1.8755149375,9.2,0,1,0,0,231050.0,701,80.0,5.25,191.42,1
11,32058,186671.83,68.375135148,3.125,4.24,189.82,2.8363581757,5.7,0,1,0,0,220250.0,684,80.0,5.375,191.42,0
11,32057,116134.28,77.725678944,2.125,4.14,189.82,2.8363581757,5.7,0,0,1,1,117700.0,780,80.0,3.875,186.91,0
11,32051,136635.61,96.777863004,5.625,4.24,158.16,-0.241080652,10.0,1,0,0,0,136700.0,710,80.0,5.625,191.42,1
11,32047,116950.0,95.722424941,3.625,4.14,156.21,1.5859655122,9.8,1,0,0,1,116950.0,704,80.0,5.25,186.91,1
11,32044,18698.63,78.141004353,4.5,4.14,189.82,2.8363581757,5.7,0,1,0,0,18850.0,659,80.0,6.125,186.91,0
11,32042,86357.62,60.738379044,3.125,4.14,189.82,2.8363581757,5.7,0,1,0,0,112000.0,704,80.0,5.0,186.91,0
11,32039,16191.9,54.046349512,4.375,4.14,189.82,2.8363581757,5.7,0,0,1,0,23600.0,700,80.0,6.75,186.91,0
11,32038,98058.81,66.59002604,3.125,4.14,189.82,2.8363581757,5.7,1,0,0,0,116000.0,700,80.0,5.5,186.91,0
11,32035,14741.1,77.413943062,4.375,4.14,189.82,2.8363581757,5.7,0,0,1,1,15000.0,795,80.0,7.0,186.91,0
11,32027,164653.01,77.620025294,2.25,4.14,189.82,2.8363581757,5.7,0,1,0,0,167100.0,752,80.0,3.75,186.91,0
11,32026,192515.56,78.657359428,2.25,4.14,189.82,2.8363581757,5.7,0,0,1,0,192800.0,755,80.0,4.125,186.91,0
11,32023,428451.82,66.105678273,3.125,4.24,189.82,2.8363581757,5.7,0,1,0,0,500000.0,758,76.5,4.875,191.42,0
11,32017,56928.36,80.43181970100001,3.75,4.24,189.82,2.8363581757,5.7,0,1,0,0,57100.0,750,80.0,5.875,191.42,0
11,32016,31391.99,73.617422697,4.5,4.62,189.82,2.8363581757,5.7,1,0,0,0,32250.0,754,80.0,6.75,179.45,0
11,32014,38477.11,74.62758028399999,4.375,4.62,189.82,2.8363581757,5.7,0,0,1,0,38750.0,681,79.5,6.625,179.45,0
11,12875,589225.48,135.02338499,8.25,4.14,189.82,2.8363581757,5.7,0,0,1,0,327000.0,642,76.1,8.25,186.91,0
11,32007,230234.15,94.405476243,3.25,4.62,150.91,1.8755149375,9.2,0,1,0,0,232000.0,731,80.0,5.25,179.45,1
11,32006,243896.43,65.79655381,3.125,4.14,189.82,2.8363581757,5.7,0,1,0,0,292000.0,754,80.0,5.5,186.91,0
11,32002,170971.52,42.476124077,2.5,5.15,189.82,2.8363581757,5.7,1,0,0,0,250000.0,794,52.1,3.5,226.29,0
11,32000,114811.43,63.870070403999996,3.125,4.62,189.82,2.8363581757,5.7,0,0,1,0,135950.0,715,80.0,4.75,179.45,0
11,31997,129882.49,91.080431189,2.25,5.15,189.82,2.8363581757,5.7,1,0,0,0,136000.0,654,80.0,3.25,226.29,0
11,31996,43536.45,16.793843731,2.625,5.15,189.82,2.8363581757,5.7,0,1,0,0,230550.0,652,74.6,3.5,226.29,0
11,31995,81506.38,64.197966335,3.125,4.62,189.82,2.8363581757,5.7,1,0,0,0,95900.0,697,79.9,4.75,179.45,0
11,31992,200166.59,89.708448865,2.375,5.15,189.82,2.8363581757,5.7,0,1,0,0,212800.0,675,80.0,3.125,226.29,0
11,31991,125827.71,143.69395941,2.75,5.15,149.58,1.6681823188,8.8,0,0,1,0,125850.0,712,95.0,3.375,226.29,1
11,31987,193005.68,70.17755540899999,3.125,4.62,189.82,2.8363581757,5.7,0,0,1,0,234000.0,720,90.0,5.375,179.45,0
11,31981,224200.2,80.964936345,2.5,5.15,189.82,2.8363581757,5.7,0,0,0,1,234050.0,709,70.9,3.25,226.29,0
11,31980,96928.64,90.362838759,2.25,5.15,189.82,2.8363581757,5.7,0,1,0,0,102300.0,685,80.0,3.0,226.29,0
11,31976,132168.62,100.68932059,3.0,4.24,150.91,1.8755149375,9.2,0,0,1,0,133200.0,666,80.0,5.75,191.42,1
11,31973,132369.29,97.23489252600001,3.5,4.24,156.04,2.6941105489,9.4,0,0,1,0,133600.0,660,80.0,5.875,191.42,1
11,31972,330398.4,56.567629997,3.125,4.24,189.82,2.8363581757,5.7,1,0,0,0,471200.0,785,80.0,5.375,191.42,0
11,31969,328990.73,68.404908325,3.125,4.24,189.82,2.8363581757,5.7,0,0,1,0,388000.0,691,80.0,5.125,191.42,0
11,31968,819558.3,69.450956982,3.125,4.24,189.82,2.8363581757,5.7,0,1,0,0,952000.0,653,80.0,4.875,191.42,0
11,31963,111655.74,69.343735476,3.125,4.24,189.82,2.8363581757,5.7,0,1,0,0,129900.0,715,80.0,5.25,191.42,0
11,31961,133944.26,97.822725849,4.5,4.24,151.48,-3.5165679869999997,7.8,0,0,1,0,136000.0,716,78.6,4.5,191.42,1
11,31960,356112.61,88.32254069700001,2.75,4.24,173.17,0.8929961554000001,7.6,0,0,1,0,356550.0,673,80.0,4.375,191.42,1
11,31946,143249.63,66.365626653,5.999,3.94,189.82,2.8363581757,5.7,0,0,1,0,190000.0,671,80.0,5.999,208.86,0
11,31941,224650.0,106.44304199,8.0,3.94,151.48,-3.5165679869999997,7.8,0,1,0,0,224650.0,655,77.2,6.5,208.86,1
11,31937,512784.34,116.55717197,8.95,4.65,146.45,2.7159028845999997,8.3,0,0,1,0,520000.0,556,78.8,8.95,219.67,1
11,31936,394994.66,102.20254200000001,6.85,4.65,146.45,2.7159028845999997,8.3,0,0,0,0,400000.0,509,69.0,6.85,219.67,1
11,31933,99847.56,89.572877713,8.575,4.65,189.82,2.8363581757,5.7,0,0,1,0,103200.0,651,80.0,8.575,219.67,0
11,31931,360855.19,73.911716631,2.625,4.65,189.82,2.8363581757,5.7,0,0,1,0,536750.0,605,95.0,8.625,219.67,0
11,31927,168525.1,105.99260145,8.75,4.65,189.82,2.8363581757,5.7,0,0,1,0,174800.0,626,95.0,8.75,219.67,0
11,31924,151928.87,128.98257264,8.5,4.65,154.94,2.4566338212,8.2,0,0,1,0,158650.0,667,95.0,8.5,219.67,1
11,31923,206619.9,104.87357698,4.0,4.65,189.82,2.8363581757,5.7,0,0,1,0,193800.0,519,85.0,9.95,219.67,0
11,31921,76741.88,105.91836836,8.95,4.71,161.13,1.0810494182,8.0,1,0,0,1,80000.0,654,80.0,8.95,222.39,1
11,31912,87233.5,90.04523211600001,7.45,4.71,189.82,2.8363581757,5.7,0,0,1,0,96475.0,604,85.0,7.45,222.39,0
11,31910,274015.02,79.463243836,8.7,4.71,189.82,2.8363581757,5.7,0,0,1,0,282800.0,527,70.0,8.7,222.39,0
11,31906,404200.82,112.95522561,8.3,4.71,156.04,2.6941105489,9.4,0,0,1,0,408000.0,576,80.0,8.3,222.39,1
11,31903,88544.35,87.951027044,8.99,4.71,189.82,2.8363581757,5.7,0,0,1,0,92000.0,614,78.0,8.99,222.39,0
11,31898,174323.0,90.369012772,7.7,4.71,189.82,2.8363581757,5.7,0,0,0,0,192100.0,525,85.0,7.7,222.39,0
11,31893,191329.68,93.39946514100001,5.5,4.71,189.82,2.8363581757,5.7,0,0,1,0,204000.0,630,85.0,5.5,222.39,0
